,node_id,y,x,street_count,highway,ref,geometry,degree,nearby_amenity,place_name
188,411926068,10.7704049,106.7009907,3,,,POINT (106.7009907 10.7704049),6,Nhà Xe Toàn Thắng,Chung cư Nguyễn Thái Bình
189,411926069,10.7704406,106.6993107,4,,,POINT (106.6993107 10.7704406),8,VPBank,
190,411926070,10.7721929,106.6975561,3,,,POINT (106.6975561 10.7721929),4,,Bar's Bar
191,411926072,10.7587531,106.6924052,4,,,POINT (106.6924052 10.7587531),6,Quán Chay 20,Đường Võ Văn Kiệt
192,411926092,10.7542086,106.6871211,3,,,POINT (106.6871211 10.7542086),3,,Đường Võ Văn Kiệt
193,411926098,10.7673972,106.688504,3,,,POINT (106.688504 10.7673972),6,Bến xe Sài Gòn,Nguyễn Trãi
194,411926106,10.7650042,106.6875984,3,,,POINT (106.6875984 10.7650042),6,Quán Phở Hùng,Hẻm 212B Nguyễn Trãi
195,411926140,10.7916682,106.6898524,4,traffic_signals,,POINT (106.6898524 10.7916682),6,,Khách Sạn OYO 111 Apa Saigon
196,411926153,10.7732529,106.7031424,4,,,POINT (106.7031424 10.7732529),6,Sacombank,Huỳnh Thúc Kháng
197,411926157,10.7772338,106.7017981,4,traffic_signals,,POINT (106.7017981 10.7772338),4,Trụ sở Ủy ban Nhân dân TP. Hồ Chí Minh,Đường Ðồng Khởi
198,411926158,10.773838,106.7036705,3,,,POINT (106.7036705 10.773838),4,Cà Phê Share Tea,Sunwah Tower
199,411926174,10.7682965,106.6968883,4,crossing,,POINT (106.6968883 10.7682965),8,Cộng Cà Phê,
200,411926178,10.7823083,106.7040685,3,,,POINT (106.7040685 10.7823083),6,,Viện kiểm sát nhân dân Quận 1
201,411926179,10.7623653,106.6940365,3,,,POINT (106.6940365 10.7623653),6,,Viva Star Coffee
202,411926193,10.763365,106.6870194,3,,,POINT (106.6870194 10.763365),6,,Trường PTCS Đức Trí
203,411926194,10.7624784,106.6864983,3,,,POINT (106.6864983 10.7624784),6,,Nhà khách Phương Nam
204,411926196,10.7728438,106.702606,3,,,POINT (106.702606 10.7728438),4,Chợ cũ Tôn Thất Đạm,
205,411926197,10.7723028,106.7018947,4,,,POINT (106.7018947 10.7723028),4,Trường Cao đẳng Kỹ thuật Cao Thắng,Trường Cao đẳng Kỹ thuật Cao Thắng
206,411926201,10.7791303,106.7001011,3,,,POINT (106.7001011 10.7791303),4,Sacombank,Gióng
207,411926202,10.7930573,106.6896085,4,,,POINT (106.6896085 10.7930573),8,Quán Chay,Thé SixtyNine Zone
208,411926209,10.7635148,106.6931694,4,,,POINT (106.6931694 10.7635148),8,,Cô Bắc
209,411926221,10.7690648,106.7041995,3,,,POINT (106.7041995 10.7690648),6,BIDV,Chung Cư 14 Tôn Thất Đạm
210,411926232,10.7925368,106.6896904,4,,,POINT (106.6896904 10.7925368),8,Quán Chay,Trường Mầm non Tân Định
211,411926237,10.7931702,106.6873607,3,,,POINT (106.6873607 10.7931702),6,Trường THCS Văn Lang,Hẻm 375 Hoàng Sa
212,411926238,10.7936875,106.6869566,3,,,POINT (106.6869566 10.7936875),6,,Nguyễn Văn Nguyễn
213,411926241,10.7913581,106.6879948,3,,,POINT (106.6879948 10.7913581),4,Vietcombank,Hãng Đĩa Thời Đại
214,411926243,10.7696265,106.7030192,4,,,POINT (106.7030192 10.7696265),6,,Rogue Saigon
215,411926245,10.7699703,106.7038154,4,,,POINT (106.7038154 10.7699703),8,Trường Đại học Ngân hàng TP.HCM,Trường Đại học Ngân hàng TP.HCM
216,411926247,10.7691427,106.7019437,4,,,POINT (106.7019437 10.7691427),6,VietABank,Tòa nhà 146 NCT
217,411926265,10.7899509,106.6961459,4,,,POINT (106.6961459 10.7899509),8,Trường THCS Huỳnh Khương Ninh,Markdao Agency
218,411926271,10.7700336,106.6861222,4,,,POINT (106.6861222 10.7700336),4,Cà Phê Snob,Shanti Veggie – Nhà Hàng Chay
219,411926343,10.7912892,106.6876754,3,traffic_signals,,POINT (106.6876754 10.7912892),6,Quán Karaoke Kingdom,Đường Trần Quang Khải
